Date,Open,High,Low,Close,Adj_Close,Volume
8/26/2016,118.839996,119.739998,118.559998,119.040001,104.290161,6482700
8/29/2016,119.300003,120.129997,119.059998,119.919998,105.061134,5074900
8/30/2016,120.669998,120.669998,119.260002,119.470001,104.666893,3820500
8/31/2016,119.540001,119.620003,119.010002,119.339996,104.552994,5693100
9/1/2016,119.190002,119.389999,118.599998,119.080002,104.325218,4551800
9/2/2016,119.360001,119.809998,118.900002,119.32,104.535477,5806400
9/6/2016,119.779999,119.970001,119.360001,119.75,104.912201,5280700
9/7/2016,119.839996,119.949997,119.440002,119.610001,104.789528,4753800
9/8/2016,119.370003,119.82,119.139999,119.470001,104.666893,4833000
9/9/2016,119.029999,119.160004,118.18,118.230003,103.580536,7957300
9/12/2016,117.760002,119.449997,117.379997,119.160004,104.395302,7239800
9/13/2016,118.419998,118.830002,117.489998,117.610001,103.037354,7957900
9/14/2016,117.849998,118.330002,117.459999,117.860001,103.256378,6124900
9/15/2016,117.809998,118.940002,117.32,118.629997,103.930969,5812100
9/16/2016,118.510002,119.139999,118.120003,118.25,103.598053,12408800
9/19/2016,118.360001,118.660004,117.639999,117.660004,103.081169,5457600
9/20/2016,118.169998,118.239998,117.690002,117.949997,103.335205,5187700
9/21/2016,117.949997,119,117.639999,118.910004,104.176292,6337300
9/22/2016,119.25,119.839996,119.139999,119.459999,104.658127,5340500
9/23/2016,119.410004,119.599998,118.709999,118.809998,104.088676,4773000
9/26/2016,118.629997,118.639999,117.559998,117.779999,103.186272,5998900
9/27/2016,118.389999,119.220001,117.720001,119.220001,104.447861,5349500
9/28/2016,119.050003,119.519997,118.809998,119.389999,104.596802,5076100
9/29/2016,118.879997,119.269997,117.040001,117.269997,102.739502,6190200
9/30/2016,117.779999,118.620003,117.389999,118.129997,103.492912,7941100
10/3/2016,118,119.010002,117.43,118.809998,104.088676,6098600
10/4/2016,118.839996,119.480003,118.279999,118.82,104.097435,5733900
10/5/2016,119.220001,119.440002,118.599998,119.18,104.412819,5778700
10/6/2016,118.5,118.849998,117.919998,118.75,104.036102,4448500
10/7/2016,119.169998,119.57,118.690002,119.239998,104.465363,4799300
10/10/2016,119.510002,120.199997,119.349998,119.800003,104.956001,3657000
10/11/2016,119.410004,119.629997,117.059998,117.639999,103.063629,6394200
10/12/2016,117.959999,118.43,117.5,117.970001,103.352753,4685200
10/13/2016,117.540001,119.199997,117.279999,118.260002,103.606819,7387400
10/14/2016,118.5,118.800003,117.559998,117.559998,102.993561,5640500
10/17/2016,117.5,118.550003,117.5,118.489998,103.808311,6956400
10/18/2016,117.379997,118.480003,115.160004,115.410004,101.10994,12598300
10/19/2016,115.57,115.889999,114.459999,114.589996,100.391548,7400900
10/20/2016,114.830002,115.699997,114.589996,114.870003,100.636841,6973000
10/21/2016,114.110001,114.239998,112.989998,113.440002,99.384048,8422000
10/24/2016,113.93,114.190002,113.440002,113.610001,99.532974,6141900
10/25/2016,113.639999,114.160004,113.089996,113.959999,99.839607,5595000
10/26/2016,113.639999,115.220001,113.599998,114.559998,100.365273,6429200
10/27/2016,114.980003,116.550003,114.790001,115.699997,101.364006,7548700
10/28/2016,115.82,115.910004,114.57,115.330002,101.039841,8813300
10/31/2016,115.279999,116.230003,114.5,115.989998,101.618073,8552500
11/1/2016,114.760002,115.940002,114.629997,115.339996,101.048615,7591900
