Date,Open,High,Low,Close,Adj_Close,Volume
10/24/2016,83.269997,83.589996,82.709999,83.169998,80.494766,16267000
10/25/2016,83.169998,83.169998,81.699997,82.029999,79.391411,15085900
10/26/2016,81.620003,82.260002,81.410004,81.75,79.120438,8748400
10/27/2016,81.959999,82.269997,81.610001,81.919998,79.284981,7039200
10/28/2016,82.519997,83.360001,82.110001,82.220001,79.575317,10919600
10/31/2016,82.440002,82.900002,82.360001,82.510002,79.85598,10024000
11/1/2016,82.639999,82.690002,81.330002,81.620003,78.994606,10881500
11/2/2016,80.889999,81.379997,80.519997,80.580002,77.988068,9170900
11/3/2016,80.75,81.129997,80.540001,80.650002,78.055801,7563100
11/4/2016,80.650002,81.239998,80.330002,80.360001,77.775124,7588100
11/7/2016,81.639999,82.529999,81.449997,82.510002,79.85598,7277900
11/8/2016,82.389999,83.160004,82.150002,82.879997,80.214081,7152000
11/9/2016,81.809998,83.300003,81.220001,83.239998,80.562508,12158500
11/10/2016,83.300003,83.959999,81.419998,81.870003,79.236572,17171600
11/11/2016,81.589996,82.629997,81.519997,81.879997,79.246231,7368000
11/14/2016,82.019997,82.220001,77.300003,78.379997,75.85881,21773500
11/15/2016,78.230003,79.540001,77.800003,78.57,76.042709,18523400
11/16/2016,78.790001,80.190002,78.760002,80.080002,77.667244,9997700
11/17/2016,80.32,81.199997,80.18,81.07,78.627419,8081800
11/18/2016,81.150002,81.5,80.529999,80.82,78.384956,7920800
11/21/2016,81.230003,81.779999,80.900002,81.690002,79.228752,8942100
11/22/2016,81.690002,81.690002,79.260002,79.93,77.521767,18133900
11/23/2016,79.980003,79.989998,78.949997,79.57,77.172615,12802600
11/25/2016,79.989998,80.370003,79.739998,80.129997,77.715744,6495700
11/28/2016,79.660004,80.010002,79.050003,79.080002,76.69738,11793100
11/29/2016,79.120003,79.580002,78.949997,79.150002,76.765266,8575200
11/30/2016,79.449997,79.449997,77.279999,77.32,74.990395,15353900
12/1/2016,77.57,77.620003,75.25,75.43,73.157341,21053000
12/2/2016,75.400002,76.25,75.169998,75.720001,73.438606,13629600
12/5/2016,76.629997,77.599998,76.550003,77.309998,74.980705,12119200
12/6/2016,77.940002,77.970001,76.709999,77.110001,74.786736,13896600
12/7/2016,77.269997,79.489998,77.25,79.309998,76.920441,13919800
12/8/2016,79.68,79.870003,78.970001,79.279999,76.891357,13320100
12/9/2016,79.150002,79.93,78.830002,79.139999,76.755577,10728300
12/12/2016,78.989998,79.029999,77.919998,78.5,76.13485,11942300
12/13/2016,78.809998,79.5,78.25,79.199997,76.813766,12995100
12/14/2016,79.279999,79.980003,79.120003,79.129997,76.745888,20146200
12/15/2016,79.370003,80.389999,79.129997,79.5,77.104721,14070900
12/16/2016,79.220001,79.459999,78.169998,78.349998,75.989365,19141700
12/19/2016,78.040001,78.599998,78.019997,78.099998,75.746902,8699100
12/20/2016,78.410004,78.580002,77.690002,78.360001,75.999069,6917400
12/21/2016,78.480003,78.550003,77.980003,78.139999,75.78569,9343600
12/22/2016,78.019997,78.059998,77.190002,77.900002,75.55294,12074000
12/23/2016,78.080002,78.480003,77.900002,78.150002,75.795372,6192900
12/27/2016,78.269997,78.849998,78.230003,78.349998,75.989365,3776000
12/28/2016,78.400002,78.650002,77.970001,78.300003,75.94088,7587100
12/29/2016,78.489998,78.839996,78.300003,78.330002,75.969955,6241100
12/30/2016,78.43,78.540001,77.940002,78.019997,75.669312,7127300
1/3/2017,78.760002,79.910004,78.489998,79.5,77.104721,13785200
1/4/2017,79.440002,80.260002,79.360001,80.150002,77.735153,8033100
1/5/2017,80.339996,81.529999,80.220001,81.089996,78.64682,7805100
1/6/2017,81.300003,82.489998,80.940002,82.209999,79.733078,8898300
1/9/2017,82.279999,82.449997,81.650002,81.75,79.286949,7305300
1/10/2017,81.699997,81.900002,81.129997,81.309998,78.860184,6017500
1/11/2017,81.25,81.800003,80.910004,81.800003,79.335403,7499200
1/12/2017,81.050003,81.470001,80.510002,81.370003,78.918381,6884000
1/13/2017,81.019997,81.849998,80.790001,81.169998,78.724419,7291200
1/17/2017,80.760002,81.489998,80.760002,81.260002,78.811714,6326500
1/18/2017,81.269997,81.830002,80.980003,81.589996,79.131737,8512300
1/19/2017,81.790001,81.849998,81.410004,81.730003,79.26754,6479400
1/20/2017,82.089996,82.279999,81.610001,81.839996,79.374222,9048500
1/23/2017,81.699997,82.300003,81.5,82.150002,79.674896,7414200
1/24/2017,82.400002,83.489998,81.849998,83.230003,80.722343,8397500
1/25/2017,83.790001,84.269997,83.449997,83.900002,81.372169,9360900
1/26/2017,83.919998,83.919998,83.080002,83.239998,80.73204,8428200
1/27/2017,83.32,83.800003,82.919998,83.769997,81.246063,5445900
1/30/2017,83.470001,83.739998,82.660004,83.699997,81.178169,8792800
1/31/2017,82.129997,83.279999,82.099998,82.709999,80.218002,7479400
2/1/2017,82.900002,83.089996,82.050003,82.440002,79.956154,7534400
2/2/2017,82.139999,82.699997,81.57,82.300003,79.820374,11142300
2/3/2017,85.739998,86.82,85.110001,86.080002,83.486496,28079600
2/6/2017,86.07,86.099998,85.510002,85.830002,83.243996,9665300
2/7/2017,85.959999,86.349998,85.669998,85.779999,83.195503,8600300
2/8/2017,85.800003,85.839996,85.080002,85.089996,82.526314,7587700
2/9/2017,85.370003,85.769997,84.879997,85.580002,83.001556,6554700
2/10/2017,85.800003,86.139999,85.230003,85.900002,83.311897,10432000
2/13/2017,86.199997,86.699997,86,86.440002,83.835625,6046300
2/14/2017,86.519997,86.970001,86.260002,86.849998,84.233276,5952000
2/15/2017,87.019997,87.540001,86.699997,87.540001,85.064102,8049700
2/16/2017,87.550003,87.68,86.790001,87.410004,84.937782,8680600
2/17/2017,87.269997,87.68,86.980003,87.459999,84.986359,5887200
2/21/2017,87.510002,88.040001,87.169998,87.919998,85.433342,9301300
2/22/2017,87.610001,88.150002,87.510002,87.800003,85.31675,8389900
2/23/2017,88.230003,88.489998,87.870003,88.18,85.685982,6040500
2/24/2017,87.360001,88.43,87.300003,88.43,85.928925,5151300
2/27/2017,88.32,88.379997,87.910004,88,85.511101,6131600
2/28/2017,88.160004,88.379997,87.760002,87.940002,85.452774,8521900
3/1/2017,88.739998,89.139999,88.419998,88.989998,86.473076,11131400
3/2/2017,89,89.129997,88.099998,88.529999,86.0261,10544200
3/3/2017,88.309998,88.910004,88.18,88.790001,86.27874,5700600
3/6/2017,88.529999,89.269997,88.269997,88.940002,86.424507,7347600
3/7/2017,88.989998,89.300003,88.849998,89.059998,86.541092,5688400
3/8/2017,89.169998,89.300003,88.870003,88.959999,86.443924,5866800
3/9/2017,89.019997,89.5,88.709999,89.110001,86.589691,5953900
3/10/2017,89.5,89.860001,89.099998,89.730003,87.192162,12246700
3/13/2017,89.800003,90.309998,89.610001,90.110001,87.561424,8944100
3/14/2017,89.93,90.029999,89.239998,89.550003,87.017242,6009400
3/15/2017,89.75,90.099998,89.410004,89.919998,87.376801,6350700
3/16/2017,90.309998,90.330002,89.470001,90.040001,87.493385,9174400
3/17/2017,90.25,90.629997,90.169998,90.239998,87.687729,8613400
3/20/2017,90.290001,92.050003,88.970001,89.18,86.6577,9438000
3/21/2017,89.489998,89.709999,88,88.059998,85.569382,11092100
3/22/2017,87.849998,89.040001,87.849998,88.519997,86.016365,7828600
3/23/2017,88.470001,89.389999,88.419998,88.860001,86.346764,7710700
3/24/2017,89.059998,89.610001,88.970001,89.190002,86.667412,7597600
3/27/2017,88.309998,88.989998,88.07,88.949997,86.434212,5230000
3/28/2017,89.120003,89.419998,88.489998,89.120003,86.599419,7045500
3/29/2017,88.989998,89.389999,88.559998,89.18,86.6577,4738000
3/30/2017,89.080002,89.099998,88.599998,89.010002,86.492523,6227100
3/31/2017,88.980003,89.349998,88.870003,88.870003,86.356491,6429800
4/3/2017,89.139999,89.459999,88.400002,89.360001,86.832634,9125800
4/4/2017,89.010002,89.330002,88.660004,88.779999,86.269035,4859900
4/5/2017,89.129997,90.199997,88.949997,89.029999,86.51194,7251600
4/6/2017,89,89.260002,88.779999,89.089996,86.570236,8473900
4/7/2017,88.970001,89.239998,88.519997,88.739998,86.230156,5439500
4/10/2017,88.620003,89.25,88.519997,88.860001,86.346764,5999400
4/11/2017,88.599998,88.849998,88.129997,88.849998,86.337029,7058500
4/12/2017,88.699997,89.209999,88.559998,88.68,86.171844,5912500
4/13/2017,88.470001,89.779999,88.43,88.870003,86.356491,7242700
4/17/2017,89.089996,89.900002,88.75,89.809998,87.269882,6122800
4/18/2017,89.639999,89.919998,89.239998,89.730003,87.192162,6823500
4/19/2017,90.089996,90.620003,89.599998,89.75,87.211586,7301300
4/20/2017,90.139999,91.5,89.900002,91.150002,88.571983,12178300
4/21/2017,92.769997,92.800003,91.019997,91.150002,88.571983,19442600
4/24/2017,92.150002,92.5,91.010002,91.849998,89.25219,11705400
4/25/2017,91.989998,92.349998,91.580002,92.110001,89.504837,7769200
4/26/2017,92.019997,92.480003,91.75,91.82,89.22303,11295200
4/27/2017,91.949997,92,91.279999,91.599998,89.009262,5856800
4/28/2017,91.389999,91.550003,90.980003,91.220001,88.640007,6888500
5/1/2017,91.290001,91.669998,91.139999,91.260002,88.678894,9042100
5/2/2017,91.620003,92.75,91.529999,92.540001,89.922668,11627700
5/3/2017,92.400002,92.550003,91.980003,92.440002,89.825523,4909000
5/4/2017,92.699997,92.849998,92.25,92.620003,90.00042,5257000
5/5/2017,92.900002,92.980003,91.760002,92.089996,89.485405,8844500
5/8/2017,92.050003,92.160004,91.519997,91.919998,89.320229,5223600
5/9/2017,91.900002,92.139999,91.830002,92,89.397964,3969500
5/10/2017,91.699997,92.410004,91.68,92.25,89.640877,6747600
5/11/2017,92.120003,92.309998,91.620003,92.099998,89.495117,7052200
5/12/2017,92.190002,92.779999,91.980003,92.730003,90.1073,5898800
5/15/2017,92.730003,93.419998,92.720001,93.230003,90.593155,7040100
5/16/2017,93.349998,93.720001,92.970001,93.150002,90.515427,5497400
5/17/2017,92.480003,92.760002,91.709999,91.760002,89.32296,8240200
5/18/2017,91.360001,92.480003,91.360001,91.709999,89.274284,8239800
5/19/2017,91.980003,92.809998,91.709999,92.480003,90.023842,9361300
5/22/2017,92.529999,93.599998,92.43,93.309998,90.831787,9186200
5/23/2017,93.559998,94.07,93.470001,93.860001,91.367188,7616100
5/24/2017,94.019997,94.989998,94.019997,94.809998,92.291977,6825300
5/25/2017,95.089996,95.379997,94.889999,95.040001,92.515854,7262400
5/26/2017,95,95.120003,94.389999,94.669998,92.15567,4133900
5/30/2017,94.660004,94.879997,94.339996,94.720001,92.204346,6292700
5/31/2017,95.080002,95.529999,94.459999,95.230003,92.700806,9866000
6/1/2017,95.400002,95.449997,94.610001,95.400002,92.866287,8911900
6/2/2017,95.410004,96.190002,95.410004,96.150002,93.596382,8570200
6/5/2017,96.32,96.589996,96.110001,96.550003,93.985748,14510500
6/6/2017,96.269997,96.599998,95.559998,95.790001,93.245934,7030300
6/7/2017,96.029999,96.220001,95.760002,96.089996,93.537956,6720300
6/8/2017,95.870003,96.120003,95.290001,96.089996,93.537956,7720300
6/9/2017,96.089996,96.25,93.709999,94.559998,92.048592,16887100
6/12/2017,93.690002,94.040001,92.800003,93.5,91.016754,15610000
6/13/2017,94,95.339996,93.970001,95.080002,92.554787,8700100
6/14/2017,95.32,96,94.949997,95.32,92.788422,6347000
6/15/2017,94.440002,94.529999,93.529999,94.169998,91.668961,12793900
6/16/2017,94.309998,94.440002,93.739998,94.169998,91.668961,14705100
6/19/2017,94.75,94.849998,94.25,94.790001,92.272469,5984300
6/20/2017,94.790001,94.959999,94.330002,94.379997,91.873367,5626700
6/21/2017,94.610001,94.769997,94.07,94.540001,92.029129,5611400
6/22/2017,94.489998,94.510002,93.870003,93.949997,91.454788,5846500
6/23/2017,94.160004,95.650002,93.889999,95.580002,93.041512,11637300
6/26/2017,95.800003,96.269997,95.099998,95.220001,92.691071,6970800
6/27/2017,95.150002,95.339996,94.629997,94.900002,92.37957,6283600
6/28/2017,95.150002,96.400002,94.660004,96.230003,93.67424,5571300
6/29/2017,95.790001,95.790001,94.010002,94.419998,91.9123,8872500
6/30/2017,94.379997,94.620003,93.779999,93.779999,91.289307,9036600
7/3/2017,94.379997,94.410004,93.349998,93.349998,90.870735,6197700
7/5/2017,93.75,94.400002,93.720001,94.010002,91.513214,9339600
7/6/2017,93.449997,93.970001,93.190002,93.25,90.773384,8215700
7/7/2017,93.5,94.410004,93.5,93.919998,91.425591,6175800
7/10/2017,94.150002,95.370003,94.150002,95.089996,92.564522,8851800
7/11/2017,95.080002,95.629997,94.93,95.410004,92.87603,5554100
7/12/2017,95.980003,96.449997,95.629997,96.18,93.625572,5974800
7/13/2017,96.419998,96.650002,95.769997,95.940002,93.391937,6721700
7/14/2017,96.139999,97.370003,96.120003,96.93,94.355644,6195800
7/17/2017,97.110001,97.290001,96.589996,96.830002,94.258308,5914900
7/18/2017,96.849998,97.75,96.610001,97.580002,94.98838,7435000
7/19/2017,97.639999,98.330002,97.550003,98.25,95.640594,6390400
7/20/2017,99.110001,99.139999,97.93,98.110001,95.504318,8572900
7/21/2017,99.599998,100.489998,99.089996,99.599998,96.954742,17400200
7/24/2017,99.550003,100.419998,99.139999,100.370003,97.704285,9186000
7/25/2017,100.650002,100.849998,99.800003,99.989998,97.334381,6774900
7/26/2017,100.010002,100.989998,99.860001,100.849998,98.171532,7205400
7/27/2017,100.970001,101.18,98.550003,99.57,96.925537,10543900
7/28/2017,99.120003,99.589996,98.510002,99.150002,96.516685,6558800
7/31/2017,99.5,100,99.139999,99.559998,96.915794,7576600
8/1/2017,100.360001,101.07,99.959999,100.870003,98.191017,6018100
8/2/2017,101.029999,101.279999,100.239998,101.279999,98.590126,5955600
8/3/2017,100.940002,101.099998,100.330002,100.589996,97.918457,5697500
8/4/2017,100.959999,101.339996,100.610001,100.889999,98.210472,4618000
8/7/2017,100.919998,101.540001,100.589996,101.489998,98.794548,7047100
8/8/2017,101.5,101.720001,100.93,101.279999,98.590126,6283700
8/9/2017,100.760002,101.300003,100.599998,100.970001,98.288353,6902100
8/10/2017,100.540001,100.879997,99.43,99.489998,96.847649,8560800
8/11/2017,99.550003,100.300003,99.529999,100.089996,97.431717,5268200
8/14/2017,100.980003,102.110001,100.75,101.870003,99.164459,5657600
8/15/2017,102.360001,102.779999,101.970001,102.629997,99.904266,5386000
8/16/2017,102.760002,103.93,102.639999,103.32,100.737907,13408300
8/17/2017,103.330002,103.529999,102.160004,102.160004,99.606888,7381600
8/18/2017,102.080002,103.089996,101.940002,102.510002,99.948143,5670900
8/21/2017,102.620003,103.349998,102.330002,103.220001,100.640388,5395000
8/22/2017,103.440002,104.199997,103.139999,104.07,101.469147,5481000
8/23/2017,103.769997,103.970001,102.989998,103.18,100.601402,5057200
8/24/2017,103.32,103.5,102.639999,103.220001,100.640388,4082300
8/25/2017,103.650002,103.879997,103.160004,103.349998,100.767136,4467400
8/28/2017,103.650002,103.830002,103.260002,103.779999,101.186394,3919900
8/29/2017,102.919998,104.07,102.639999,103.769997,101.176636,7135300
8/30/2017,103.699997,104,103.519997,103.730003,101.137665,8712700
8/31/2017,104.059998,104.190002,103.029999,103.519997,100.932907,13766000
9/1/2017,104.040001,104.080002,103.440002,103.900002,101.303398,4466800
9/5/2017,103.400002,103.459999,102.260002,103.010002,100.435654,6337500
9/6/2017,103.339996,103.75,103.099998,103.18,100.601402,6372200
9/7/2017,103.709999,105.440002,103.610001,104.559998,101.946907,6508600
9/8/2017,104.330002,104.769997,104.059998,104.43,101.820152,5787200
9/11/2017,105.480003,106.150002,105.150002,106.150002,103.497169,6956000
9/12/2017,106.639999,106.639999,105.760002,106.209999,103.555672,5212400
9/13/2017,106.260002,106.260002,105.239998,105.830002,103.185165,6215700
9/14/2017,105.5,106.839996,105.5,106.080002,103.428917,8154000
9/15/2017,105.739998,106.139999,104.949997,105.300003,102.668419,12622900
9/18/2017,105.349998,105.519997,104.620003,104.830002,102.210152,7330300
9/19/2017,105.129997,105.93,104.830002,105.410004,102.775673,9754400
9/20/2017,105.5,105.769997,104.459999,104.970001,102.34668,8198600
9/21/2017,105,105.610001,104.650002,105.309998,102.678162,4777600
9/22/2017,105.209999,105.68,105.059998,105.559998,102.921906,4959400
9/25/2017,105.5,105.650002,102.75,103.019997,100.445389,9395300
9/26/2017,103.110001,104.019997,102.879997,102.940002,100.367393,6263600
9/27/2017,103.07,104.120003,102.900002,103.889999,101.293663,8337400
9/28/2017,103.75,104.980003,103.739998,104.580002,101.9664,5947800
9/29/2017,104.75,105.43,104.690002,105.239998,102.609917,7676300
10/2/2017,105.540001,105.989998,105.099998,105.440002,102.804924,4885600
10/3/2017,105.650002,105.900002,105.290001,105.589996,102.951157,4411100
10/4/2017,105.709999,105.739998,104.900002,105.309998,102.678162,4146800
10/5/2017,105.599998,106.25,105.150002,106.239998,103.58493,4396100
10/6/2017,106.290001,106.959999,105.870003,106.730003,104.062683,4587000
10/9/2017,106.599998,107.650002,106.540001,107.010002,104.335686,4787000
10/10/2017,107.580002,107.599998,106.82,107.309998,104.628159,4015600
10/11/2017,107.699997,108.589996,107.599998,108.440002,105.729935,6473100
10/12/2017,108.5,108.709999,107.900002,108.110001,105.408195,6496100
10/13/2017,108.5,109.260002,108.400002,108.660004,105.94445,5154600
10/16/2017,108.790001,109.050003,107.160004,108.300003,105.59343,5552200
10/17/2017,108.25,108.419998,107.300003,107.540001,104.85244,5979400
10/18/2017,107.620003,108,107.459999,107.800003,105.105927,4817300
10/19/2017,107.269997,107.779999,106.900002,107.019997,104.345421,10840200
10/20/2017,107.699997,107.699997,106.970001,107.550003,104.862183,7848900
10/23/2017,108.050003,108.230003,107.099998,107.529999,104.842682,6316700
10/24/2017,107.559998,108.639999,107.18,108.410004,105.700706,10511200
10/25/2017,109.410004,110.610001,108,109.489998,106.753693,13261300
10/26/2017,110.379997,110.739998,109.669998,109.800003,107.055946,7380100
10/27/2017,110.07,110.129997,108.690002,109.709999,106.968208,7862700
10/30/2017,109.669998,110.239998,108.919998,110.040001,107.28997,5148600
10/31/2017,110.580002,110.690002,108.660004,109.980003,107.231468,8002500
11/1/2017,110.5,111.400002,110.419998,111.07,108.294205,6167300
11/2/2017,111.019997,111.370003,110.199997,110.980003,108.206459,5506600
11/3/2017,110.940002,111.419998,110.510002,111.360001,108.576973,3757600
11/6/2017,111.360001,112.150002,111.199997,111.919998,109.122971,4094700
11/7/2017,112.25,112.470001,111.559998,112.089996,109.288704,3697900
11/8/2017,112.010002,112.910004,111.82,112.470001,109.659225,4417800
11/9/2017,111.800003,112.220001,110.93,112.139999,109.337486,4334700
11/10/2017,111.709999,111.980003,111.279999,111.879997,109.083969,4198900
11/13/2017,111.550003,111.860001,111.339996,111.400002,108.615967,7185600
11/14/2017,111.080002,112.040001,110.809998,111.980003,109.181458,5679600
11/15/2017,111.339996,111.870003,110.139999,110.25,107.494713,6895100
11/16/2017,110.75,111.440002,110.57,111.019997,108.437263,5655100
11/17/2017,110.690002,110.910004,109.699997,109.82,107.265182,8812400
11/20/2017,109.949997,110.68,109.690002,109.949997,107.392143,6873200
11/21/2017,110.449997,111.489998,110.300003,111.449997,108.857239,6456500
11/22/2017,111.5,111.660004,110.699997,110.82,108.241913,4067600
11/24/2017,111.309998,112.160004,111.139999,111.970001,109.365143,3045600
11/27/2017,112,112.540001,111.910004,112.379997,109.76561,6620500
11/28/2017,112.599998,113.620003,112.559998,113.360001,110.722816,6671300
11/29/2017,113.620003,113.620003,106.900002,109.860001,107.304253,14505400
11/30/2017,110.5,112.589996,110.029999,112.589996,109.970726,18533300
12/1/2017,112.379997,112.440002,109.760002,110.730003,108.153992,13101800
12/4/2017,111.330002,111.449997,106.970001,107.43,104.930763,18909100
12/5/2017,108.889999,109.239998,106.599998,108.580002,106.054024,12081500
12/6/2017,108.489998,110.169998,108.260002,109.739998,107.187035,7532100
12/7/2017,109.769997,111.410004,109.449997,111.400002,108.808411,7384900
12/8/2017,112.129997,112.610001,111.82,112.599998,109.980492,7594900
12/11/2017,112.5,113.349998,112.160004,112.370003,109.755852,7538600
12/12/2017,112.370003,113.730003,112,113.459999,110.820496,8754400
12/13/2017,113.75,114.370003,113.190002,113.309998,110.673996,8088900
12/14/2017,113.550003,114.089996,112.919998,112.919998,110.29306,9815600
12/15/2017,113.970001,114.199997,112.389999,113.82,111.172119,16388000
12/18/2017,114.690002,114.75,113.25,113.550003,110.908417,8961800
12/19/2017,113.279999,113.279999,112.080002,112.139999,109.531212,7899400
12/20/2017,112.720001,113.099998,111.989998,112.120003,109.511688,6201900
12/21/2017,112.599998,113.099998,112.32,112.410004,109.79493,8866400
12/22/2017,112.389999,113.110001,112.25,112.690002,110.068413,6190100
12/26/2017,112.07,113.440002,112.07,112.989998,110.361435,3948900
12/27/2017,112.690002,114.07,112.650002,114.019997,111.367455,7073100
12/28/2017,114.300003,114.919998,113.989998,114.349998,111.689789,6937100
12/29/2017,114.75,114.889999,114.019997,114.019997,111.367455,5249000
1/2/2018,114.57,115.080002,113.949997,114.510002,111.846077,6080900
1/3/2018,114.949997,115.790001,114.660004,115.650002,112.959541,6946100
1/4/2018,116.25,117.360001,116.029999,116.080002,113.379547,7805300
1/5/2018,116.989998,119,116.419998,118.860001,116.094887,8590500
1/8/2018,118.610001,120.480003,118.07,119.339996,116.563705,6660700
1/9/2018,119.970001,119.970001,118.660004,119.110001,116.339058,6562400
1/10/2018,118.690002,119.050003,117.459999,118.980003,116.212097,7490300
1/11/2018,118.800003,119.980003,118.68,119.839996,117.052078,5982100
1/12/2018,120.120003,120.349998,119.709999,120.089996,117.296249,5585800
1/16/2018,121.18,121.940002,119.910004,120.389999,117.589264,8803800
1/17/2018,121.199997,122.160004,120.730003,121.980003,119.142288,7991500
1/18/2018,122.519997,123.199997,122.029999,123.110001,120.24601,8661000
1/19/2018,123.050003,123.650002,121.919998,122.699997,119.845528,8250700
1/22/2018,122.870003,124.330002,122.400002,124.330002,121.43763,9355000
1/23/2018,124.599998,125.510002,124.209999,124.650002,121.750175,5683300
1/24/2018,125.050003,125.449997,123.709999,124.550003,121.652496,6425200
1/25/2018,125,125.470001,124.629997,125.220001,122.306923,7166400
1/26/2018,125.769997,126.379997,124.760002,126.32,123.381332,5604900
1/29/2018,126.739998,126.879997,124.690002,124.839996,121.935738,6257900
1/30/2018,123.82,124.290001,122.839996,123.550003,120.675743,8154400
1/31/2018,123.779999,124.480003,123.040001,124.230003,121.339958,7338200
2/1/2018,124.739998,126.260002,124.099998,125.720001,122.795288,11169700
2/2/2018,123.720001,123.720001,120.699997,120.910004,118.097191,13937700
2/5/2018,118.699997,121.129997,115.010002,116.269997,113.565125,16623900
2/6/2018,115.199997,120.300003,113.25,119.970001,117.179047,19053300
2/7/2018,120.089996,122.459999,119.209999,119.650002,116.866493,9294000
2/8/2018,119.529999,119.82,113.540001,113.860001,111.211182,12673400
2/9/2018,114.550003,117.209999,111.019997,116.32,113.613968,17695500
2/12/2018,117.790001,118.839996,116.879997,118.470001,115.713936,11526300
2/13/2018,117.849998,118.800003,117.129997,118.349998,115.596741,7803900
2/14/2018,117.620003,120.949997,117.5,120.830002,118.019051,9206400
2/15/2018,121.699997,122.309998,119.970001,122.279999,119.643234,6921300
2/16/2018,121.629997,122.989998,121.57,121.849998,119.222527,6371400
2/20/2018,121.349998,123.050003,121.019997,122.010002,119.379074,6182800
2/21/2018,122.050003,122.830002,120.410004,120.43,117.83313,7676100
2/22/2018,120.669998,121.379997,119.620003,120.379997,117.784203,4994000
2/23/2018,121.57,122.959999,121.220001,122.93,120.279228,5036900
2/26/2018,123.580002,124.599998,123.32,124.589996,121.903427,6270500
2/27/2018,124.699997,125.300003,123.349998,123.370003,120.709747,7287200
2/28/2018,123.650002,124.980003,122.879997,122.940002,120.289017,6780900
3/1/2018,123.260002,124,119.620003,120.400002,117.803787,8819600
3/2/2018,119.089996,120.980003,117.860001,120.769997,118.165802,7581900
3/5/2018,120.449997,122.309998,119.440002,121.879997,119.251869,5810200
3/6/2018,122.830002,123.239998,120.669998,121.059998,118.449547,7464400
3/7/2018,120.029999,122.239998,119.699997,121.849998,119.222527,7254100
3/8/2018,121.959999,122.82,121.169998,122.220001,119.584541,6948900
3/9/2018,123.25,124.790001,122.870003,124.510002,121.825165,6397700
3/12/2018,124.75,124.980003,123.480003,124.239998,121.560982,8636000
3/13/2018,124.25,125,122.900002,123.199997,120.543411,9479500
3/14/2018,124.040001,124.040001,121.900002,122.580002,119.936783,7855000
3/15/2018,123.129997,124.419998,122.699997,123.410004,120.748878,5861900
3/16/2018,123.849998,125.050003,123.330002,124.529999,121.844719,9447100
3/19/2018,123.940002,124.309998,122.279999,123.209999,120.553177,17387800
3/20/2018,123.379997,125.169998,123.300003,124.910004,122.216545,7779700
3/21/2018,124.900002,125.440002,123.07,123.220001,120.562973,7359500
